Fiscal year,Profit Centre,Product Group Name,General Ledger code,General Ledger Name/Income Type,Country,Country Name,Invoice Currency,Amount Invoice Currency ,GBP Equivalent,Quantity,Region,Aa Country,Profit Center &Product,Profit Center &Income type,Invoiced/Quantity
2017,C006,IGCSE,102000,Subject Fees,UG,Uganda,GBP,"113,164",113164,3306,Sub-Saharan Africa,UG Uganda,C006-IGCSE,C006-Subject Fees,34
2017,C006,IGCSE,102000,Subject Fees,US,USA,GBP,46,46,1,North America,US USA,C006-IGCSE,C006-Subject Fees,46
2017,C006,IGCSE,102000,Subject Fees,US,USA,USD,"682,954",547815,9715,North America,US USA,C006-IGCSE,C006-Subject Fees,70
2017,C006,IGCSE,102000,Subject Fees,UY,Uruguay,GBP,0,0,0,Latin America,UY Uruguay,C006-IGCSE,C006-Subject Fees,
2017,C006,IGCSE,102000,Subject Fees,UY,Uruguay,USD,"217,941",169827,2825,Latin America,UY Uruguay,C006-IGCSE,C006-Subject Fees,77
2017,C006,IGCSE,102000,Subject Fees,VN,Vietnam,GBP,0,0,0,Southeast Asia & Pacific,VN Vietnam,C006-IGCSE,C006-Subject Fees,
2017,C006,IGCSE,102000,Subject Fees,VN,Vietnam,USD,"481,473",386572,4455,Southeast Asia & Pacific,VN Vietnam,C006-IGCSE,C006-Subject Fees,108
2017,C006,IGCSE,102000,Subject Fees,ZA,South Africa,GBP,"335,530",335530,9771,Sub-Saharan Africa,ZA South Africa,C006-IGCSE,C006-Subject Fees,34
2017,C006,IGCSE,102000,Subject Fees,ZM,Zambia,GBP,"167,145",167145,4883,Sub-Saharan Africa,ZM Zambia,C006-IGCSE,C006-Subject Fees,34
2017,C006,IGCSE,102000,Subject Fees,ZW,Zimbabwe,GBP,"886,249",886249,25891,Sub-Saharan Africa,ZW Zimbabwe,C006-IGCSE,C006-Subject Fees,34
2017,C006,IGCSE,102000,Subject Fees,#,Not assigned,GBP,0,0,0,Unallocated,# Not assigned,C006-IGCSE,C006-Subject Fees,
2017,C007,N LEVEL,102000,Subject Fees,SG,Singapore,GBP,"1,950,344",1950344,89682,Southeast Asia & Pacific,SG Singapore,C007-N LEVEL,C007-Subject Fees,22
2017,C008,O LEVEL,102000,Subject Fees,AE,Utd.Arab Emir.,GBP,"21,740",21740,366,Middle East & North Africa,AE Utd.Arab Emir.,C008-O LEVEL,C008-Subject Fees,59
2017,C008,O LEVEL,102000,Subject Fees,BD,Bangladesh,GBP,"509,069",509069,13803,South Asia,BD Bangladesh,C008-O LEVEL,C008-Subject Fees,37
2017,C008,O LEVEL,102000,Subject Fees,BE,Belgium,EUR,123,106,1,Europe,BE Belgium,C008-O LEVEL,C008-Subject Fees,123
2017,C008,O LEVEL,102000,Subject Fees,BH,Bahrain,GBP,"1,663",1663,28,Middle East & North Africa,BH Bahrain,C008-O LEVEL,C008-Subject Fees,59
2017,C008,O LEVEL,102000,Subject Fees,BN,Brunei Daruss.,GBP,"2,366,643",2366643,59915,Southeast Asia & Pacific,BN Brunei Daruss.,C008-O LEVEL,C008-Subject Fees,40
2017,C008,O LEVEL,102000,Subject Fees,BW,Botswana,GBP,"74,282",74282,2339,Sub-Saharan Africa,BW Botswana,C008-O LEVEL,C008-Subject Fees,32
2017,C008,O LEVEL,102000,Subject Fees,CH,Switzerland,GBP,"3,077",3077,58,Europe,CH Switzerland,C008-O LEVEL,C008-Subject Fees,53
2017,C008,O LEVEL,102000,Subject Fees,CN,China,GBP,0,0,0,East Asia,CN China,C008-O LEVEL,C008-Subject Fees,
2017,C008,O LEVEL,102000,Subject Fees,CN,China,USD,"15,281",12050,142,East Asia,CN China,C008-O LEVEL,C008-Subject Fees,108
2017,C008,O LEVEL,102000,Subject Fees,CY,Cyprus,EUR,246,210,2,Europe,CY Cyprus,C008-O LEVEL,C008-Subject Fees,123
2017,C008,O LEVEL,102000,Subject Fees,DK,Denmark,GBP,"1,220",1220,23,Europe,DK Denmark,C008-O LEVEL,C008-Subject Fees,53
2017,C008,O LEVEL,102000,Subject Fees,GB,United Kingdom,GBP,"23,748",23748,429,Europe,GB United Kingdom,C008-O LEVEL,C008-Subject Fees,55
2017,C008,O LEVEL,102000,Subject Fees,GH,Ghana,GBP,"15,519",15519,472,Sub-Saharan Africa,GH Ghana,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,GI,Gibraltar,GBP,"4,298",4298,81,Europe,GI Gibraltar,C008-O LEVEL,C008-Subject Fees,53
2017,C008,O LEVEL,102000,Subject Fees,GR,Greece,EUR,616,529,5,Europe,GR Greece,C008-O LEVEL,C008-Subject Fees,123
2017,C008,O LEVEL,102000,Subject Fees,GR,Greece,GBP,0,0,0,Europe,GR Greece,C008-O LEVEL,C008-Subject Fees,
2017,C008,O LEVEL,102000,Subject Fees,HK,Hong Kong,GBP,360,360,7,East Asia,HK Hong Kong,C008-O LEVEL,C008-Subject Fees,51
2017,C008,O LEVEL,102000,Subject Fees,ID,Indonesia,GBP,"45,923",45923,1016,Southeast Asia & Pacific,ID Indonesia,C008-O LEVEL,C008-Subject Fees,45
2017,C008,O LEVEL,102000,Subject Fees,IN,India,GBP,"19,763",19763,386,South Asia,IN India,C008-O LEVEL,C008-Subject Fees,51
2017,C008,O LEVEL,102000,Subject Fees,IR,Iran,GBP,"2,199",2199,39,Middle East & North Africa,IR Iran,C008-O LEVEL,C008-Subject Fees,56
2017,C008,O LEVEL,102000,Subject Fees,IT,Italy,EUR,616,526,5,Europe,IT Italy,C008-O LEVEL,C008-Subject Fees,123
2017,C008,O LEVEL,102000,Subject Fees,IT,Italy,GBP,0,0,0,Europe,IT Italy,C008-O LEVEL,C008-Subject Fees,
2017,C008,O LEVEL,102000,Subject Fees,JO,Jordan,GBP,"13,362",13362,237,Middle East & North Africa,JO Jordan,C008-O LEVEL,C008-Subject Fees,56
2017,C008,O LEVEL,102000,Subject Fees,JP,Japan,GBP,565,565,11,East Asia,JP Japan,C008-O LEVEL,C008-Subject Fees,51
2017,C008,O LEVEL,102000,Subject Fees,KE,Kenya,GBP,"38,996",38996,1186,Sub-Saharan Africa,KE Kenya,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,LK,Sri Lanka,GBP,"499,761",499761,13551,South Asia,LK Sri Lanka,C008-O LEVEL,C008-Subject Fees,37
2017,C008,O LEVEL,102000,Subject Fees,LY,Libya,GBP,"1,917",1917,34,Middle East & North Africa,LY Libya,C008-O LEVEL,C008-Subject Fees,56
2017,C008,O LEVEL,102000,Subject Fees,MA,Morocco,GBP,169,169,3,Middle East & North Africa,MA Morocco,C008-O LEVEL,C008-Subject Fees,56
2017,C008,O LEVEL,102000,Subject Fees,MU,Mauritius,GBP,"3,782,853",3782853,137558,Sub-Saharan Africa,MU Mauritius,C008-O LEVEL,C008-Subject Fees,28
2017,C008,O LEVEL,102000,Subject Fees,MV,Maldives,GBP,"480,227",480227,12772,South Asia,MV Maldives,C008-O LEVEL,C008-Subject Fees,38
2017,C008,O LEVEL,102000,Subject Fees,MW,Malawi,GBP,99,99,3,Sub-Saharan Africa,MW Malawi,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,MY,Malaysia,GBP,"79,959",79959,1574,Southeast Asia & Pacific,MY Malaysia,C008-O LEVEL,C008-Subject Fees,51
2017,C008,O LEVEL,102000,Subject Fees,MZ,Mozambique,GBP,"1,644",1644,50,Sub-Saharan Africa,MZ Mozambique,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,NA,Namibia,GBP,329,329,10,Sub-Saharan Africa,NA Namibia,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,NG,Nigeria,GBP,"105,822",105822,3218,Sub-Saharan Africa,NG Nigeria,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,NL,Netherlands,EUR,739,630,6,Europe,NL Netherlands,C008-O LEVEL,C008-Subject Fees,123
2017,C008,O LEVEL,102000,Subject Fees,NP,Nepal,GBP,"1,217",1217,33,South Asia,NP Nepal,C008-O LEVEL,C008-Subject Fees,37
2017,C008,O LEVEL,102000,Subject Fees,OM,Oman,GBP,594,594,10,Middle East & North Africa,OM Oman,C008-O LEVEL,C008-Subject Fees,59
2017,C008,O LEVEL,102000,Subject Fees,PK,Pakistan,GBP,"5,433,271",5433271,170586,Pakistan,PK Pakistan,C008-O LEVEL,C008-Subject Fees,32
2017,C008,O LEVEL,102000,Subject Fees,PS,Palestine,GBP,282,282,5,Middle East & North Africa,PS Palestine,C008-O LEVEL,C008-Subject Fees,56
2017,C008,O LEVEL,102000,Subject Fees,QA,Qatar,GBP,"1,485",1485,25,Middle East & North Africa,QA Qatar,C008-O LEVEL,C008-Subject Fees,59
2017,C008,O LEVEL,102000,Subject Fees,RO,Romania,GBP,159,159,3,Europe,RO Romania,C008-O LEVEL,C008-Subject Fees,53
2017,C008,O LEVEL,102000,Subject Fees,RW,Rwanda,GBP,263,263,8,Sub-Saharan Africa,RW Rwanda,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,SA,Saudi Arabia,GBP,"68,845",68845,1159,Middle East & North Africa,SA Saudi Arabia,C008-O LEVEL,C008-Subject Fees,59
2017,C008,O LEVEL,102000,Subject Fees,SC,Seychelles,GBP,119,119,3,Sub-Saharan Africa,SC Seychelles,C008-O LEVEL,C008-Subject Fees,40
2017,C008,O LEVEL,102000,Subject Fees,SD,Sudan,GBP,"1,545",1545,47,Sub-Saharan Africa,SD Sudan,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,SG,Singapore,GBP,"4,979,830",4979830,202820,Southeast Asia & Pacific,SG Singapore,C008-O LEVEL,C008-Subject Fees,25
2017,C008,O LEVEL,102000,Subject Fees,SH,Saint Helena,GBP,460,460,14,Sub-Saharan Africa,SH Saint Helena,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,TH,Thailand,GBP,102,102,2,Southeast Asia & Pacific,TH Thailand,C008-O LEVEL,C008-Subject Fees,51
2017,C008,O LEVEL,102000,Subject Fees,TR,Turkey,GBP,371,371,7,Europe,TR Turkey,C008-O LEVEL,C008-Subject Fees,53
2017,C008,O LEVEL,102000,Subject Fees,TZ,Tanzania,GBP,"24,298",24298,739,Sub-Saharan Africa,TZ Tanzania,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,UG,Uganda,GBP,"5,458",5458,166,Sub-Saharan Africa,UG Uganda,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,ZA,South Africa,GBP,"13,284",13284,404,Sub-Saharan Africa,ZA South Africa,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,ZM,Zambia,GBP,"45,243",45243,1376,Sub-Saharan Africa,ZM Zambia,C008-O LEVEL,C008-Subject Fees,33
2017,C008,O LEVEL,102000,Subject Fees,ZW,Zimbabwe,GBP,"100,087",100087,3044,Sub-Saharan Africa,ZW Zimbabwe,C008-O LEVEL,C008-Subject Fees,33
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,AE,Utd.Arab Emir.,GBP,"80,188",80188,5667,Middle East & North Africa,AE Utd.Arab Emir.,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,AF,Afghanistan,GBP,78,78,6,South Asia,AF Afghanistan,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,AL,Albania,GBP,336,336,24,Europe,AL Albania,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,AR,Argentina,USD,"15,883",12261,803,Latin America,AR Argentina,C009-PRIMARY CHECKPOINT,C009-Subject Fees,20
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,AU,Australia,GBP,110,110,8,Southeast Asia & Pacific,AU Australia,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,AZ,Azerbaijan,GBP,"4,697",4697,336,Europe,AZ Azerbaijan,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,BA,Bosnia-Herz.,GBP,"2,335",2335,167,Europe,BA Bosnia-Herz.,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,BD,Bangladesh,GBP,"2,001",2001,153,South Asia,BD Bangladesh,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,BE,Belgium,EUR,951,812,57,Europe,BE Belgium,C009-PRIMARY CHECKPOINT,C009-Subject Fees,17
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,BG,Bulgaria,GBP,"1,664",1664,119,Europe,BG Bulgaria,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,BH,Bahrain,GBP,"11,886",11886,840,Middle East & North Africa,BH Bahrain,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,BJ,Benin,GBP,78,78,6,Sub-Saharan Africa,BJ Benin,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,BM,Bermuda,GBP,"13,910",13910,995,North America,BM Bermuda,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,BN,Brunei Daruss.,GBP,"3,020",3020,216,Southeast Asia & Pacific,BN Brunei Daruss.,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,BR,Brazil,USD,"2,156",1666,109,Latin America,BR Brazil,C009-PRIMARY CHECKPOINT,C009-Subject Fees,20
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,BS,Bahamas,GBP,294,294,21,Latin America,BS Bahamas,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,BW,Botswana,GBP,"14,836",14836,1143,Sub-Saharan Africa,BW Botswana,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,CA,Canada,GBP,531,531,38,North America,CA Canada,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,CI,Cote d'Ivoire,GBP,"2,064",2064,159,Sub-Saharan Africa,CI Cote d'Ivoire,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,CM,Cameroon,GBP,662,662,51,Sub-Saharan Africa,CM Cameroon,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,CN,China,GBP,0,0,0,East Asia,CN China,C009-PRIMARY CHECKPOINT,C009-Subject Fees,
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,CN,China,USD,"26,804",21525,1083,East Asia,CN China,C009-PRIMARY CHECKPOINT,C009-Subject Fees,25
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,CO,Colombia,GBP,0,0,0,Latin America,CO Colombia,C009-PRIMARY CHECKPOINT,C009-Subject Fees,
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,CO,Colombia,USD,"79,160",62749,4002,Latin America,CO Colombia,C009-PRIMARY CHECKPOINT,C009-Subject Fees,20
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,CU,Cuba,GBP,657,657,47,Latin America,CU Cuba,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,CY,Cyprus,EUR,"7,761",6620,465,Europe,CY Cyprus,C009-PRIMARY CHECKPOINT,C009-Subject Fees,17
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,CZ,Czech Republic,GBP,"1,482",1482,106,Europe,CZ Czech Republic,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,DE,Germany,EUR,"1,235",1061,74,Europe,DE Germany,C009-PRIMARY CHECKPOINT,C009-Subject Fees,17
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,DE,Germany,GBP,0,0,0,Europe,DE Germany,C009-PRIMARY CHECKPOINT,C009-Subject Fees,
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,DK,Denmark,GBP,"1,636",1636,117,Europe,DK Denmark,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,DZ,Algeria,GBP,458,458,33,Middle East & North Africa,DZ Algeria,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,EE,Estonia,GBP,851,851,51,Europe,EE Estonia,C009-PRIMARY CHECKPOINT,C009-Subject Fees,17
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,EG,Egypt,GBP,"75,951",75951,5468,Middle East & North Africa,EG Egypt,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,ES,Spain,EUR,"16,824",14351,1008,Europe,ES Spain,C009-PRIMARY CHECKPOINT,C009-Subject Fees,17
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,ES,Spain,GBP,0,0,0,Europe,ES Spain,C009-PRIMARY CHECKPOINT,C009-Subject Fees,
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,ET,Ethiopia,GBP,0,0,0,Sub-Saharan Africa,ET Ethiopia,C009-PRIMARY CHECKPOINT,C009-Subject Fees,
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,FI,Finland,EUR,284,245,17,Europe,FI Finland,C009-PRIMARY CHECKPOINT,C009-Subject Fees,17
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,FI,Finland,GBP,0,0,0,Europe,FI Finland,C009-PRIMARY CHECKPOINT,C009-Subject Fees,
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,FR,France,EUR,"2,070",1765,124,Europe,FR France,C009-PRIMARY CHECKPOINT,C009-Subject Fees,17
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,FR,France,GBP,0,0,0,Europe,FR France,C009-PRIMARY CHECKPOINT,C009-Subject Fees,
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,GB,United Kingdom,GBP,"2,176",2176,165,Europe,GB United Kingdom,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,GE,Georgia,GBP,224,224,16,Europe,GE Georgia,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,GH,Ghana,GBP,"16,329",16329,1258,Sub-Saharan Africa,GH Ghana,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,GM,Gambia,GBP,"6,815",6815,525,Sub-Saharan Africa,GM Gambia,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,HK,Hong Kong,GBP,"1,029",1029,75,East Asia,HK Hong Kong,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,HU,Hungary,GBP,224,224,16,Europe,HU Hungary,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,ID,Indonesia,GBP,"173,785",173785,12670,Southeast Asia & Pacific,ID Indonesia,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,IN,India,GBP,"91,869",91869,6696,South Asia,IN India,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,IQ,Iraq,GBP,"14,654",14654,1055,Middle East & North Africa,IQ Iraq,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,IT,Italy,EUR,"4,223",3634,253,Europe,IT Italy,C009-PRIMARY CHECKPOINT,C009-Subject Fees,17
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,IT,Italy,GBP,0,0,0,Europe,IT Italy,C009-PRIMARY CHECKPOINT,C009-Subject Fees,
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,JO,Jordan,GBP,"18,571",18571,1337,Middle East & North Africa,JO Jordan,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,JP,Japan,GBP,"1,674",1674,122,East Asia,JP Japan,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,KE,Kenya,GBP,"12,941",12941,997,Sub-Saharan Africa,KE Kenya,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,KH,Cambodia,GBP,"4,569",4569,333,Southeast Asia & Pacific,KH Cambodia,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,KR,South Korea,GBP,370,370,27,East Asia,KR South Korea,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,KW,Kuwait,GBP,"3,608",3608,255,Middle East & North Africa,KW Kuwait,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,KZ,Kazakhstan,GBP,"3,397",3397,243,Europe,KZ Kazakhstan,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,LB,Lebanon,GBP,625,625,45,Middle East & North Africa,LB Lebanon,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,LK,Sri Lanka,GBP,"9,366",9366,716,South Asia,LK Sri Lanka,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,LS,Lesotho,GBP,"2,181",2181,168,Sub-Saharan Africa,LS Lesotho,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,MA,Morocco,GBP,"1,028",1028,74,Middle East & North Africa,MA Morocco,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,MC,Monaco,GBP,"1,454",1454,104,Europe,MC Monaco,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,ME,Montenegro,GBP,545,545,39,Europe,ME Montenegro,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,MM,Burma,GBP,"8,054",8054,587,Southeast Asia & Pacific,MM Burma,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,MN,Mongolia,GBP,"4,912",4912,358,East Asia,MN Mongolia,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,MW,Malawi,GBP,"18,341",18341,1413,Sub-Saharan Africa,MW Malawi,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,MX,Mexico,GBP,0,0,0,Latin America,MX Mexico,C009-PRIMARY CHECKPOINT,C009-Subject Fees,
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,MX,Mexico,USD,"1,068",858,54,Latin America,MX Mexico,C009-PRIMARY CHECKPOINT,C009-Subject Fees,20
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,MY,Malaysia,GBP,"81,675",81675,5953,Southeast Asia & Pacific,MY Malaysia,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,MZ,Mozambique,GBP,"4,945",4945,381,Sub-Saharan Africa,MZ Mozambique,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,NG,Nigeria,GBP,"26,025",26025,2005,Sub-Saharan Africa,NG Nigeria,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,NZ,New Zealand,GBP,"5,323",5323,388,Southeast Asia & Pacific,NZ New Zealand,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,OM,Oman,GBP,"28,031",28031,1981,Middle East & North Africa,OM Oman,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,PA,Panama,GBP,0,0,0,Latin America,PA Panama,C009-PRIMARY CHECKPOINT,C009-Subject Fees,
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,PE,Peru,USD,"14,776",11418,747,Latin America,PE Peru,C009-PRIMARY CHECKPOINT,C009-Subject Fees,20
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,PH,Philippines,GBP,"2,457",2457,178,Southeast Asia & Pacific,PH Philippines,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,PK,Pakistan,GBP,"32,264",32264,2505,Pakistan,PK Pakistan,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,PL,Poland,GBP,769,769,55,Europe,PL Poland,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,PT,Portugal,EUR,"4,306",3680,258,Europe,PT Portugal,C009-PRIMARY CHECKPOINT,C009-Subject Fees,17
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,PT,Portugal,GBP,0,0,0,Europe,PT Portugal,C009-PRIMARY CHECKPOINT,C009-Subject Fees,
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,QA,Qatar,GBP,"8,009",8009,566,Middle East & North Africa,QA Qatar,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,RO,Romania,GBP,"1,831",1831,131,Europe,RO Romania,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,RS,Serbia,GBP,"2,097",2097,150,Europe,RS Serbia,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,RU,Russian Fed.,GBP,"1,971",1971,141,Europe,RU Russian Fed.,C009-PRIMARY CHECKPOINT,C009-Subject Fees,14
2017,C009,PRIMARY CHECKPOINT,102000,Subject Fees,RW,Rwanda,GBP,"6,555",6555,505,Sub-Saharan Africa,RW Rwanda,C009-PRIMARY CHECKPOINT,C009-Subject Fees,13
