Fiscal year,Profit Centre,Product Group Name,General Ledger code,General Ledger Name/Income Type,Country,Country Name,Invoice Currency,Amount Invoice Currency ,GBP Equivalent,Quantity,Region,Aa Country,Profit Center &Product,Profit Center &Income type,Invoiced/Quantity
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,DK,Denmark,GBP,"1,013",1013,45,Europe,DK Denmark,C010-SECONDARY CHECKPOINT,C010-Subject Fees,23
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,DZ,Algeria,GBP,0,0,0,Middle East & North Africa,DZ Algeria,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,EC,Ecuador,USD,"6,773",5567,207,Latin America,EC Ecuador,C010-SECONDARY CHECKPOINT,C010-Subject Fees,33
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,EE,Estonia,EUR,0,0,0,Europe,EE Estonia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,EG,Egypt,GBP,"22,045",22045,956,Middle East & North Africa,EG Egypt,C010-SECONDARY CHECKPOINT,C010-Subject Fees,23
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,ES,Spain,EUR,0,-1662,0,Europe,ES Spain,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,ET,Ethiopia,GBP,0,0,0,Sub-Saharan Africa,ET Ethiopia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,FR,France,EUR,0,-237,0,Europe,FR France,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,GB,United Kingdom,GBP,646,646,28,Europe,GB United Kingdom,C010-SECONDARY CHECKPOINT,C010-Subject Fees,23
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,GH,Ghana,GBP,118,118,6,Sub-Saharan Africa,GH Ghana,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,GM,Gambia,GBP,0,0,0,Sub-Saharan Africa,GM Gambia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,GR,Greece,EUR,0,-274,0,Europe,GR Greece,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,GT,Guatemala,USD,491,403,15,Latin America,GT Guatemala,C010-SECONDARY CHECKPOINT,C010-Subject Fees,33
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,HK,Hong Kong,GBP,0,0,0,East Asia,HK Hong Kong,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,HR,Croatia,GBP,0,0,0,Europe,HR Croatia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,ID,Indonesia,GBP,"72,640",72640,3396,Southeast Asia & Pacific,ID Indonesia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,21
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,IN,India,GBP,"48,341",48341,2260,South Asia,IN India,C010-SECONDARY CHECKPOINT,C010-Subject Fees,21
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,IQ,Iraq,GBP,0,0,0,Middle East & North Africa,IQ Iraq,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,IS,Iceland,GBP,0,0,0,Europe,IS Iceland,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,IT,Italy,EUR,0,-2054,0,Europe,IT Italy,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,JO,Jordan,GBP,"13,017",13017,546,Middle East & North Africa,JO Jordan,C010-SECONDARY CHECKPOINT,C010-Subject Fees,24
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,JP,Japan,GBP,0,0,0,East Asia,JP Japan,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,KE,Kenya,GBP,"3,020",3020,153,Sub-Saharan Africa,KE Kenya,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,KH,Cambodia,GBP,"2,631",2631,123,Southeast Asia & Pacific,KH Cambodia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,21
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,KR,South Korea,GBP,0,0,0,East Asia,KR South Korea,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,KW,Kuwait,GBP,0,0,0,Middle East & North Africa,KW Kuwait,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,KY,Cayman Islands,GBP,0,0,0,Latin America,KY Cayman Islands,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,KZ,Kazakhstan,GBP,0,0,0,Europe,KZ Kazakhstan,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,LA,Laos,GBP,0,0,0,Southeast Asia & Pacific,LA Laos,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,LK,Sri Lanka,GBP,0,0,0,South Asia,LK Sri Lanka,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,LS,Lesotho,GBP,"12,022",12022,609,Sub-Saharan Africa,LS Lesotho,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,LT,Lithuania,GBP,0,0,0,Europe,LT Lithuania,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,LU,Luxembourg,EUR,0,-370,0,Europe,LU Luxembourg,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,MA,Morocco,GBP,"1,073",1073,45,Middle East & North Africa,MA Morocco,C010-SECONDARY CHECKPOINT,C010-Subject Fees,24
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,MC,Monaco,GBP,0,0,0,Europe,MC Monaco,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,MD,Moldova,GBP,0,0,0,Europe,MD Moldova,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,ME,Montenegro,GBP,0,0,0,Europe,ME Montenegro,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,MM,Burma,GBP,0,0,0,Southeast Asia & Pacific,MM Burma,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,MN,Mongolia,GBP,0,0,0,East Asia,MN Mongolia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,MV,Maldives,GBP,"2,961",2961,141,South Asia,MV Maldives,C010-SECONDARY CHECKPOINT,C010-Subject Fees,21
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,MW,Malawi,GBP,"2,487",2487,126,Sub-Saharan Africa,MW Malawi,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,MX,Mexico,USD,0,-434,0,Latin America,MX Mexico,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,MY,Malaysia,GBP,"213,964",213964,10003,Southeast Asia & Pacific,MY Malaysia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,21
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,MZ,Mozambique,GBP,"15,338",15338,777,Sub-Saharan Africa,MZ Mozambique,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,NA,Namibia,GBP,"1,481",1481,75,Sub-Saharan Africa,NA Namibia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,NG,Nigeria,GBP,"19,740",19740,1000,Sub-Saharan Africa,NG Nigeria,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,NL,Netherlands,EUR,71,-3473,2,Europe,NL Netherlands,C010-SECONDARY CHECKPOINT,C010-Subject Fees,35
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,NZ,New Zealand,GBP,"11,422",11422,534,Southeast Asia & Pacific,NZ New Zealand,C010-SECONDARY CHECKPOINT,C010-Subject Fees,21
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,OM,Oman,GBP,0,0,0,Middle East & North Africa,OM Oman,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,PA,Panama,USD,"9,620",7906,294,Latin America,PA Panama,C010-SECONDARY CHECKPOINT,C010-Subject Fees,33
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,PE,Peru,USD,"7,198",5914,220,Latin America,PE Peru,C010-SECONDARY CHECKPOINT,C010-Subject Fees,33
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,PG,Pap. New Guinea,GBP,"10,588",10588,495,Southeast Asia & Pacific,PG Pap. New Guinea,C010-SECONDARY CHECKPOINT,C010-Subject Fees,21
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,PH,Philippines,GBP,0,0,0,Southeast Asia & Pacific,PH Philippines,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,PK,Pakistan,GBP,0,0,0,Pakistan,PK Pakistan,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,PL,Poland,GBP,23,23,1,Europe,PL Poland,C010-SECONDARY CHECKPOINT,C010-Subject Fees,23
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,PS,Palestine,GBP,0,0,0,Middle East & North Africa,PS Palestine,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,PT,Portugal,EUR,"1,701",1339,48,Europe,PT Portugal,C010-SECONDARY CHECKPOINT,C010-Subject Fees,35
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,QA,Qatar,GBP,0,0,0,Middle East & North Africa,QA Qatar,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,RO,Romania,GBP,0,0,0,Europe,RO Romania,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,RS,Serbia,GBP,0,0,0,Europe,RS Serbia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,RU,Russian Fed.,GBP,0,0,0,Europe,RU Russian Fed.,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,RW,Rwanda,GBP,"6,988",6988,354,Sub-Saharan Africa,RW Rwanda,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,SA,Saudi Arabia,GBP,0,0,0,Middle East & North Africa,SA Saudi Arabia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,SD,Sudan,GBP,0,0,0,Sub-Saharan Africa,SD Sudan,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,SG,Singapore,GBP,68,68,3,Southeast Asia & Pacific,SG Singapore,C010-SECONDARY CHECKPOINT,C010-Subject Fees,23
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,SK,Slovakia,EUR,0,-40,0,Europe,SK Slovakia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,SL,Sierra Leone,GBP,0,0,0,Sub-Saharan Africa,SL Sierra Leone,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,SV,El Salvador,USD,0,-343,0,Latin America,SV El Salvador,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,SY,Syria,GBP,0,0,0,Middle East & North Africa,SY Syria,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,SZ,eSwatini,GBP,"8,232",8232,417,Sub-Saharan Africa,SZ eSwatini,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,TH,Thailand,GBP,"3,123",3123,146,Southeast Asia & Pacific,TH Thailand,C010-SECONDARY CHECKPOINT,C010-Subject Fees,21
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,TJ,Tajikistan,GBP,0,0,0,Europe,TJ Tajikistan,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,TN,Tunisia,GBP,0,0,0,Middle East & North Africa,TN Tunisia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,TR,Turkey,GBP,0,0,0,Europe,TR Turkey,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,TT,"Trinidad,Tobago",GBP,540,540,24,Latin America,"TT Trinidad,Tobago",C010-SECONDARY CHECKPOINT,C010-Subject Fees,23
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,TZ,Tanzania,GBP,237,237,12,Sub-Saharan Africa,TZ Tanzania,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,UA,Ukraine,GBP,0,0,0,Europe,UA Ukraine,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,UG,Uganda,GBP,809,809,41,Sub-Saharan Africa,UG Uganda,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,US,USA,USD,0,-3778,0,North America,US USA,C010-SECONDARY CHECKPOINT,C010-Subject Fees,
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,VN,Vietnam,USD,691,566,18,Southeast Asia & Pacific,VN Vietnam,C010-SECONDARY CHECKPOINT,C010-Subject Fees,38
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,ZA,South Africa,GBP,"14,193",14193,719,Sub-Saharan Africa,ZA South Africa,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,ZM,Zambia,GBP,"4,264",4264,216,Sub-Saharan Africa,ZM Zambia,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C010,SECONDARY CHECKPOINT,102000,Subject Fees,ZW,Zimbabwe,GBP,"35,335",35335,1790,Sub-Saharan Africa,ZW Zimbabwe,C010-SECONDARY CHECKPOINT,C010-Subject Fees,20
2020,C011,PROF DEV QUALS,102000,Subject Fees,AE,Utd.Arab Emir.,GBP,"1,462",1462,8,Middle East & North Africa,AE Utd.Arab Emir.,C011-PROF DEV QUALS,C011-Subject Fees,183
2020,C011,PROF DEV QUALS,102000,Subject Fees,AR,Argentina,USD,"1,391",1056,6,Latin America,AR Argentina,C011-PROF DEV QUALS,C011-Subject Fees,232
2020,C011,PROF DEV QUALS,102000,Subject Fees,BD,Bangladesh,GBP,"1,548",1548,12,South Asia,BD Bangladesh,C011-PROF DEV QUALS,C011-Subject Fees,129
2020,C011,PROF DEV QUALS,102000,Subject Fees,BG,Bulgaria,GBP,49,49,1,Europe,BG Bulgaria,C011-PROF DEV QUALS,C011-Subject Fees,49
2020,C011,PROF DEV QUALS,102000,Subject Fees,BR,Brazil,USD,512,394,2,Latin America,BR Brazil,C011-PROF DEV QUALS,C011-Subject Fees,256
2020,C011,PROF DEV QUALS,102000,Subject Fees,CN,China,USD,"33,929",26343,117,East Asia,CN China,C011-PROF DEV QUALS,C011-Subject Fees,290
2020,C011,PROF DEV QUALS,102000,Subject Fees,CO,Colombia,USD,710,556,2,Latin America,CO Colombia,C011-PROF DEV QUALS,C011-Subject Fees,355
2020,C011,PROF DEV QUALS,102000,Subject Fees,CU,Cuba,GBP,"1,543",1543,16,Latin America,CU Cuba,C011-PROF DEV QUALS,C011-Subject Fees,96
2020,C011,PROF DEV QUALS,102000,Subject Fees,EG,Egypt,GBP,"2,616",2616,29,Middle East & North Africa,EG Egypt,C011-PROF DEV QUALS,C011-Subject Fees,90
2020,C011,PROF DEV QUALS,102000,Subject Fees,ES,Spain,EUR,"1,727",1513,7,Europe,ES Spain,C011-PROF DEV QUALS,C011-Subject Fees,247
2020,C011,PROF DEV QUALS,102000,Subject Fees,GB,United Kingdom,GBP,"2,416",2416,19,Europe,GB United Kingdom,C011-PROF DEV QUALS,C011-Subject Fees,127
2020,C011,PROF DEV QUALS,102000,Subject Fees,GH,Ghana,GBP,199,199,2,Sub-Saharan Africa,GH Ghana,C011-PROF DEV QUALS,C011-Subject Fees,99
2020,C011,PROF DEV QUALS,102000,Subject Fees,GM,Gambia,GBP,"2,350",2350,16,Sub-Saharan Africa,GM Gambia,C011-PROF DEV QUALS,C011-Subject Fees,147
2020,C011,PROF DEV QUALS,102000,Subject Fees,ID,Indonesia,GBP,"12,299",12299,103,Southeast Asia & Pacific,ID Indonesia,C011-PROF DEV QUALS,C011-Subject Fees,119
2020,C011,PROF DEV QUALS,102000,Subject Fees,IN,India,GBP,"39,837",39837,386,South Asia,IN India,C011-PROF DEV QUALS,C011-Subject Fees,103
2020,C011,PROF DEV QUALS,102000,Subject Fees,IT,Italy,EUR,269,232,1,Europe,IT Italy,C011-PROF DEV QUALS,C011-Subject Fees,269
2020,C011,PROF DEV QUALS,102000,Subject Fees,JO,Jordan,GBP,"5,063",5063,34,Middle East & North Africa,JO Jordan,C011-PROF DEV QUALS,C011-Subject Fees,149
2020,C011,PROF DEV QUALS,102000,Subject Fees,KE,Kenya,GBP,177,177,1,Sub-Saharan Africa,KE Kenya,C011-PROF DEV QUALS,C011-Subject Fees,177
2020,C011,PROF DEV QUALS,102000,Subject Fees,KG,Kyrgyzstan,GBP,939,939,5,Europe,KG Kyrgyzstan,C011-PROF DEV QUALS,C011-Subject Fees,188
2020,C011,PROF DEV QUALS,102000,Subject Fees,KH,Cambodia,GBP,0,0,0,Southeast Asia & Pacific,KH Cambodia,C011-PROF DEV QUALS,C011-Subject Fees,
2020,C011,PROF DEV QUALS,102000,Subject Fees,KW,Kuwait,GBP,183,183,1,Middle East & North Africa,KW Kuwait,C011-PROF DEV QUALS,C011-Subject Fees,183
2020,C011,PROF DEV QUALS,102000,Subject Fees,LK,Sri Lanka,GBP,559,559,3,South Asia,LK Sri Lanka,C011-PROF DEV QUALS,C011-Subject Fees,186
2020,C011,PROF DEV QUALS,102000,Subject Fees,MM,Burma,GBP,972,972,8,Southeast Asia & Pacific,MM Burma,C011-PROF DEV QUALS,C011-Subject Fees,122
2020,C011,PROF DEV QUALS,102000,Subject Fees,MN,Mongolia,GBP,373,373,2,East Asia,MN Mongolia,C011-PROF DEV QUALS,C011-Subject Fees,186
2020,C011,PROF DEV QUALS,102000,Subject Fees,MV,Maldives,GBP,355,355,2,South Asia,MV Maldives,C011-PROF DEV QUALS,C011-Subject Fees,177
2020,C011,PROF DEV QUALS,102000,Subject Fees,MW,Malawi,GBP,537,537,3,Sub-Saharan Africa,MW Malawi,C011-PROF DEV QUALS,C011-Subject Fees,179
2020,C011,PROF DEV QUALS,102000,Subject Fees,MX,Mexico,USD,"195,446",150564,764,Latin America,MX Mexico,C011-PROF DEV QUALS,C011-Subject Fees,256
2020,C011,PROF DEV QUALS,102000,Subject Fees,MY,Malaysia,GBP,"19,445",19445,177,Southeast Asia & Pacific,MY Malaysia,C011-PROF DEV QUALS,C011-Subject Fees,110
2020,C011,PROF DEV QUALS,102000,Subject Fees,NA,Namibia,GBP,364,364,2,Sub-Saharan Africa,NA Namibia,C011-PROF DEV QUALS,C011-Subject Fees,182
2020,C011,PROF DEV QUALS,102000,Subject Fees,NG,Nigeria,GBP,"3,527",3527,26,Sub-Saharan Africa,NG Nigeria,C011-PROF DEV QUALS,C011-Subject Fees,136
2020,C011,PROF DEV QUALS,102000,Subject Fees,NL,Netherlands,EUR,511,437,2,Europe,NL Netherlands,C011-PROF DEV QUALS,C011-Subject Fees,255
2020,C011,PROF DEV QUALS,102000,Subject Fees,OM,Oman,GBP,181,181,1,Middle East & North Africa,OM Oman,C011-PROF DEV QUALS,C011-Subject Fees,181
2020,C011,PROF DEV QUALS,102000,Subject Fees,PK,Pakistan,GBP,"17,952",17952,153,Pakistan,PK Pakistan,C011-PROF DEV QUALS,C011-Subject Fees,117
2020,C011,PROF DEV QUALS,102000,Subject Fees,PT,Portugal,EUR,256,228,1,Europe,PT Portugal,C011-PROF DEV QUALS,C011-Subject Fees,256
2020,C011,PROF DEV QUALS,102000,Subject Fees,QA,Qatar,GBP,"3,089",3089,17,Middle East & North Africa,QA Qatar,C011-PROF DEV QUALS,C011-Subject Fees,182
2020,C011,PROF DEV QUALS,102000,Subject Fees,RO,Romania,GBP,376,376,2,Europe,RO Romania,C011-PROF DEV QUALS,C011-Subject Fees,188
2020,C011,PROF DEV QUALS,102000,Subject Fees,RS,Serbia,GBP,177,177,1,Europe,RS Serbia,C011-PROF DEV QUALS,C011-Subject Fees,177
2020,C011,PROF DEV QUALS,102000,Subject Fees,SA,Saudi Arabia,GBP,"2,193",2193,12,Middle East & North Africa,SA Saudi Arabia,C011-PROF DEV QUALS,C011-Subject Fees,183
2020,C011,PROF DEV QUALS,102000,Subject Fees,SE,Sweden,GBP,492,492,3,Europe,SE Sweden,C011-PROF DEV QUALS,C011-Subject Fees,164
2020,C011,PROF DEV QUALS,102000,Subject Fees,SG,Singapore,GBP,"1,595",1595,10,Southeast Asia & Pacific,SG Singapore,C011-PROF DEV QUALS,C011-Subject Fees,160
2020,C011,PROF DEV QUALS,102000,Subject Fees,SH,Saint Helena,GBP,"1,586",1586,11,Sub-Saharan Africa,SH Saint Helena,C011-PROF DEV QUALS,C011-Subject Fees,144
2020,C011,PROF DEV QUALS,102000,Subject Fees,TR,Turkey,GBP,155,155,1,Europe,TR Turkey,C011-PROF DEV QUALS,C011-Subject Fees,155
2020,C011,PROF DEV QUALS,102000,Subject Fees,UY,Uruguay,USD,"1,535",1166,6,Latin America,UY Uruguay,C011-PROF DEV QUALS,C011-Subject Fees,256
2020,C011,PROF DEV QUALS,102000,Subject Fees,UZ,Uzbekistan,GBP,197,197,1,Europe,UZ Uzbekistan,C011-PROF DEV QUALS,C011-Subject Fees,197
2020,C011,PROF DEV QUALS,102000,Subject Fees,ZA,South Africa,GBP,940,940,7,Sub-Saharan Africa,ZA South Africa,C011-PROF DEV QUALS,C011-Subject Fees,134
2020,C011,PROF DEV QUALS,102000,Subject Fees,ZM,Zambia,GBP,537,537,3,Sub-Saharan Africa,ZM Zambia,C011-PROF DEV QUALS,C011-Subject Fees,179
2020,C011,PROF DEV QUALS,102000,Subject Fees,ZW,Zimbabwe,GBP,"2,316",2316,17,Sub-Saharan Africa,ZW Zimbabwe,C011-PROF DEV QUALS,C011-Subject Fees,136
2020,C011,PROF DEV QUALS,191500,Discounts Allowed,MY,Malaysia,GBP,"-6,466",-6466,0,Southeast Asia & Pacific,MY Malaysia,C011-PROF DEV QUALS,C011-Discounts Allowed,
2020,C013,OTHER QUALIFICATIONS,102000,Subject Fees,SG,Singapore,GBP,"95,467",95467,5,Southeast Asia & Pacific,SG Singapore,C013-OTHER QUALIFICATIONS,C013-Subject Fees,19093
2020,C013,OTHER QUALIFICATIONS,105100,Other Entry Fees,SG,Singapore,GBP,"479,532",479532,0,Southeast Asia & Pacific,SG Singapore,C013-OTHER QUALIFICATIONS,C013-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,AE,Utd.Arab Emir.,GBP,"96,776",96776,0,Middle East & North Africa,AE Utd.Arab Emir.,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,AL,Albania,GBP,"5,069",5069,0,Europe,AL Albania,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,AM,Armenia,GBP,"2,897",2897,0,Europe,AM Armenia,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,AO,Angola,GBP,"8,691",8691,0,Sub-Saharan Africa,AO Angola,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,AR,Argentina,USD,"55,943",43436,0,Latin America,AR Argentina,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,AT,Austria,EUR,"3,509",3029,0,Europe,AT Austria,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,AU,Australia,GBP,"17,381",17381,0,Southeast Asia & Pacific,AU Australia,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,AZ,Azerbaijan,GBP,"20,278",20278,0,Europe,AZ Azerbaijan,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,BA,Bosnia-Herz.,GBP,"5,794",5794,0,Europe,BA Bosnia-Herz.,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,BD,Bangladesh,GBP,"13,760",13760,0,South Asia,BD Bangladesh,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,BE,Belgium,EUR,"17,544",15172,0,Europe,BE Belgium,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,BG,Bulgaria,GBP,"5,794",5794,0,Europe,BG Bulgaria,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,BH,Bahrain,GBP,"28,958",28958,0,Middle East & North Africa,BH Bahrain,C015-CENTRE REG & INSP,C015-Other Entry Fees,
2020,C015,CENTRE REG & INSP,105100,Other Entry Fees,BJ,Benin,GBP,"2,897",2897,0,Sub-Saharan Africa,BJ Benin,C015-CENTRE REG & INSP,C015-Other Entry Fees,
